Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/order,248,248,19000,16092.575926472613,33.56851730495691,20157.12823998183,536.5,1.5515353524098494,1.5515353524098494,19000,19000,20000,20000,20000,20000,20000,20000,20000,20000,20000
POST,/api/restock,117,117,17000,14321.342404111901,281.7109990864992,19160.67986469716,545.4615384615385,0.7319743396449693,0.7319743396449693,17000,18000,18000,18000,19000,19000,19000,19000,19000,19000,19000
POST,/api/restock [setup],35,35,7800,9151.06474296855,636.9869699701667,19768.560444004834,547.4,0.21896668279977713,0.21896668279977713,7800,13000,14000,15000,18000,20000,20000,20000,20000,20000,20000
,Aggregated,400,400,18000,14967.1078926255,33.56851730495691,20157.12823998183,540.075,2.5024763748545955,2.5024763748545955,18000,19000,19000,19000,20000,20000,20000,20000,20000,20000,20000
