Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/order,175,175,19000,16155.50512987056,2341.1303916946054,20133.89301300049,540.2285714285714,1.6454156483161133,1.6454156483161133,19000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
POST,/api/restock,90,90,17000,14492.196960705849,356.2551587820053,18974.82319548726,546.0,0.8462137619911441,0.8462137619911441,17000,18000,18000,18000,19000,19000,19000,19000,19000,19000,19000
POST,/api/restock [setup],35,35,16000,15606.144517394048,13571.729729883373,17638.911977410316,539.0,0.3290831296632227,0.3290831296632227,16000,17000,17000,17000,18000,18000,18000,18000,18000,18000,18000
,Aggregated,300,300,18000,15592.420607665554,356.2551587820053,20133.89301300049,541.8166666666667,2.82071253997048,2.82071253997048,18000,19000,19000,20000,20000,20000,20000,20000,20000,20000,20000
