Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/order,140,118,20000,19831.486599566415,17671.061931177974,20043.69722213596,306.87857142857143,1.181069229903438,0.9954726366328976,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
POST,/api/restock,74,74,20010.584404692054,20022.33592427109,20010.584404692054,20084.561482071877,288.0,0.6242794500918172,0.6242794500918172,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
POST,/api/restock [setup],35,30,20000,19987.534528624798,19670.797316357493,20087.697830051184,262.2857142857143,0.2952673074758595,0.2530862635507367,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
,Aggregated,249,222,20000,19910.13932063143,17671.061931177974,20087.697830051184,295.0,2.1006159874711146,1.8728383502754515,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
